customer_id,timestamp,p_value,q_value,v_value
CUST_0001,0,465.69540088935526,9.371779678810089,12.242879330394718
CUST_0001,1,475.2749896364692,0.9177303678328135,14.928140916992811
CUST_0001,2,490.0002636069623,3.4165794633492688,15.327370416918777
CUST_0001,3,454.815999227039,2.4652313411514704,15.39732258621609
CUST_0001,4,453.0359001198669,0.723650179964174,16.487759736023488
CUST_0001,5,464.10618116388173,-8.41728611280391,13.270811037681849
CUST_0001,6,481.9090109644556,-7.3646582885063605,12.315695324045526
CUST_0001,7,478.4790063194561,-2.6817251381966734,8.45130789496467
CUST_0001,8,478.8690040334767,-7.064258924534537,6.6990273009811565
CUST_0001,9,464.9410411762137,7.731590218398934,8.60543687556174
CUST_0001,10,479.19674396448477,7.799520996591478,8.625216564643003
CUST_0001,11,461.6374544328148,8.620975348357103,7.334006794580554
CUST_0001,12,463.7275953590055,-3.110319473387988,10.148244003069282
CUST_0001,13,472.7666558893154,8.67789356431778,16.393520566993942
CUST_0001,14,485.6194544292704,-4.057397200023372,14.050260359999314
CUST_0001,15,500.8879756915448,1.9587664223977561,13.553885812012748
CUST_0001,16,483.68588689346643,-4.774790105245822,13.65634865002749
CUST_0001,17,465.34304046434704,-8.366695837537852,15.70754324639261
CUST_0001,18,472.15645037368023,-6.610963055766962,14.550048836446251
CUST_0001,19,498.60636387338775,6.691234241808023,14.121152660945565
CUST_0001,20,463.71924725680213,-7.862828243779884,13.256018769335052
CUST_0001,21,471.1194445245167,1.6969464096969404,13.103040375292446
CUST_0001,22,474.4407627547311,-0.09801768713169091,5.849494795449637
CUST_0001,23,475.23293999497076,8.477088023132264,2.935472399752298
CUST_0001,24,479.3554719719074,-1.9718537429228455,3.057044734038703
CUST_0001,25,474.72558514680355,1.5437121249376766,9.953875829235487
CUST_0001,26,470.7552791096733,-3.2776949737424625,12.19837774933699
CUST_0001,27,496.2070105297129,7.985533788541645,12.40821830540972
CUST_0001,28,496.8102663966022,-9.587892707380245,11.98165131175748
CUST_0001,29,477.3046761914501,0.10809709838562728,9.544831947286434
CUST_0001,30,477.5783701418056,3.1335958660707677,8.65250795809399
CUST_0001,31,486.0799768635892,9.45942143276111,4.5656133178971325
CUST_0001,32,476.88060173934036,9.950570142575666,6.61668395545619
CUST_0001,33,485.01922909876714,3.154006088938502,7.049491283342123
CUST_0001,34,469.9281066467217,-5.288193637079522,6.626852387226027
CUST_0001,35,473.71687286184346,-0.7606147540757616,8.036294341693367
CUST_0001,36,484.4527065241078,3.84735978392477,7.132688869026674
CUST_0001,37,468.0181163417983,0.25015232714850566,9.07741607227503
CUST_0001,38,466.800372559124,-0.3754295495049254,10.102015876801694
CUST_0001,39,486.23302210188274,-1.6417187465611172,8.415285263843796
CUST_0001,40,466.11313776482643,-2.6091333970463597,10.004563118590305
CUST_0001,41,473.8273869731705,7.866177244474587,11.46715463360693
CUST_0001,42,460.0648718276495,-3.3887467578221684,8.134551938900312
CUST_0001,43,458.15542430247757,4.976217636406681,8.847023406391282
CUST_0001,44,452.5420885449123,8.03962565276236,17.151920492544097
CUST_0001,45,470.37525765356673,-5.426766381689207,17.847594131284794
CUST_0001,46,495.82319188756907,2.429917234335211,17.357066090694655
CUST_0001,47,454.88416301462325,-0.8382789740372579,15.452185898335266
CUST_0001,48,472.7344001436868,-8.668791897338211,15.823108632721533
CUST_0001,49,462.281511420487,1.2385158569505335,9.027686895300624
CUST_0001,50,463.7420069847045,8.358363713226824,6.561055546682215
CUST_0001,51,477.77099019293814,-1.8329981371312143,13.437234995974238
CUST_0001,52,465.85367130649627,7.667274132834635,12.925005164562693
CUST_0001,53,494.16810292162495,8.731962945388124,11.980139980717878
CUST_0001,54,465.1783251910221,8.30339631777604,16.493550943696707
CUST_0001,55,480.87681056937265,-0.8335564797593819,17.549240496818495
CUST_0001,56,451.13942738522445,-7.585705043845994,18.279085646572717
CUST_0001,57,457.72407965061547,1.5713705876225954,19.152299526314312
CUST_0001,58,496.24495579589484,6.279537445473673,20.371818062296633
CUST_0001,59,485.75622939189947,-8.048871556804567,19.414043249939475
CUST_0001,60,455.1777017794709,-6.434110254724213,18.17763905323962
CUST_0001,61,455.8480428930199,-9.33189903176445,12.520953881778402
CUST_0001,62,470.27835460940315,6.78638781598367,17.32545559325297
CUST_0001,63,467.6603876409014,3.3057197172626136,15.48700604307756
CUST_0001,64,497.87742225893345,-7.411654880106089,15.592886361289038
CUST_0001,65,469.3065108039257,-5.633411371554797,15.561163241166728
CUST_0001,66,455.4492995238147,9.548120101978586,17.22364952379183
